,Class,Service A,Service B,Decision,Reason,Model
114,FlinkClass861,"FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29","FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34",B,FlinkClass861 is not in the list of classes for Service B.,phi
115,FlinkClass1204,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass1204 is not in Service A's list of classes.,phi
116,FlinkClass1203,"FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29","FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34",B,FlinkClass1203 is not in the list of classes for Service A.,phi
117,FlinkClass2368,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass2368 is not in Service A's list of classes.,phi
118,FlinkClass1727,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29",B,FlinkClass1727 is not in Service A or Service B.,phi
119,FlinkClass1711,"FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23","FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26",B,FlinkClass1711 is not in the list of classes for Service B.,phi
120,FlinkClass1712,"FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass1712 is not in Service A or B.,phi
121,FlinkClass1714,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34",B,FlinkClass1714 is not in Service A or B.,phi
122,FlinkClass2262,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29",B,FlinkClass2262 is not in Service A's list of classes.,phi
123,FlinkClass1731,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34",B,FlinkClass1731 is not in Service A or B.,phi
124,FlinkClass1718,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass1718 is not in the list of classes for Service A.,phi
125,FlinkClass1720,"FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29","FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26",B,FlinkClass17210 is not in the list of classes for Service B.,phi
126,FlinkClass1721,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,It does not handle customer data.,phi
127,FlinkClass2256,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass2256 is not in Service A's class list.,phi
128,FlinkClass2235,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26",B,FlinkClass2235 is not in Service A's class list.,phi
129,FlinkClass1715,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass171 is a utility class that can be used in both services. It does not have any specific functionality related to the project's focus on maintaining logical component integrity.,phi
130,FlinkClass1722,"FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass1722 does not belong to Service A or Service B. It is a new class that has not been defined in the given options.,phi
131,FlinkClass1724,"FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass1724 is not in the list of classes for Service B.,phi
132,FlinkClass2316,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass2316 is not in Service A's list of classes.,phi
133,FlinkClass2283,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass2283 is not in the list of classes for Service B.,phi
134,FlinkClass868,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34",B,FlinkClass868 is not in Service B's list of classes.,phi
135,FlinkClass866,"FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,"FlinkClass866 is a subclass of FlinkClass20, which belongs to Service B.",phi
136,FlinkClass865,"FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23","FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29",B,FlinkClass865 is not in Service A's list of classes.,phi
137,FlinkClass2376,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass2376,phi
138,FlinkClass419,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,It does not handle customer data.,phi
139,FlinkClass788,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass7, FlinkClass9",B,FlinkClass788 is not in Service A or B.,phi
140,FlinkClass778,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26",B,It does not handle customer data.,phi
141,FlinkClass771,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass771 is not in Service A or B. It belongs to a new service.,phi
142,FlinkClass2279,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26",B,FlinkClass2279 is not in Service A's list of classes.,phi
143,FlinkClass872,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass872 is not in the list of classes for Service B.,phi
144,FlinkClass217,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass217 is not in Service A's list of classes.,phi
145,FlinkClass258,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass258 is a utility class that provides support for distributed transactions and can be used in both Service A and Service B.,phi
146,FlinkClass269,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,It does not handle customer data.,phi
147,FlinkClass2311,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,It does not handle customer data.,phi
148,FlinkClass850,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26",B,FlinkClass850 is a distributed utility that can be used in both services. It does not have any specific functionality related to the project's focus on maintaining logical component integrity.,phi
149,FlinkClass198,"FlinkClass8, FlinkClass13, FlinkClass22, FlinkClass24, FlinkClass26","FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34",B,FlinkClass198 does not belong to Service A or B. It is a new class that has been created for this project.,phi
150,FlinkClass263,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass1, FlinkClass14, FlinkClass16, FlinkClass17, FlinkClass29",B,FlinkClass263 is a utility class that can be used in both services. It does not have any specific functionality related to the project's focus on maintaining logical component integrity.,phi
151,FlinkClass359,"FlinkClass0, FlinkClass3, FlinkClass5, FlinkClass15, FlinkClass34","FlinkClass12, FlinkClass19, FlinkClass20, FlinkClass21, FlinkClass23",B,FlinkClass359 is not in the list of classes for Service B.,phi
152,FlinkClass2380,"FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass14","FlinkClass2, FlinkClass3, FlinkClass4, FlinkClass16, FlinkClass19",B,It is used for processing sensor data.,phi
153,FlinkClass890,"FlinkClass1, FlinkClass7, FlinkClass17, FlinkClass18, FlinkClass35","FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass14",B,FlinkClass890 is not in the list of classes for Service A. It belongs to Service B.,phi
154,FlinkClass873,"FlinkClass1, FlinkClass7, FlinkClass17, FlinkClass18, FlinkClass35","FlinkClass2, FlinkClass3, FlinkClass4, FlinkClass16, FlinkClass19",B,FlinkClass873,phi
155,FlinkClass875,"FlinkClass15, FlinkClass22, FlinkClass24, FlinkClass25, FlinkClass26","FlinkClass0, FlinkClass8, FlinkClass9, FlinkClass11, FlinkClass13",B,FlinkClass875 is a utility class that can be used in both services. It does not have any specific functionality related to the project's focus on maintaining logical component integrity.,phi
156,FlinkClass876,"FlinkClass1, FlinkClass7, FlinkClass17, FlinkClass18, FlinkClass35","FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass14",B,FlinkClass876 is not in Service A or B.,phi
157,FlinkClass0,"FlinkClass2, FlinkClass5, FlinkClass9, FlinkClass11, FlinkClass14","FlinkClass0, FlinkClass6, FlinkClass7, FlinkClass19, FlinkClass21",B,It does not handle customer data.,phi
158,FlinkClass1400,"FlinkClass0, FlinkClass6, FlinkClass7, FlinkClass19, FlinkClass21","FlinkClass12, FlinkClass15, FlinkClass17, FlinkClass26, FlinkClass37",B,FlinkClass140 is not in Service A's list of classes.,phi
159,FlinkClass1887,"FlinkClass0, FlinkClass6, FlinkClass7, FlinkClass19, FlinkClass21","FlinkClass12, FlinkClass15, FlinkClass17, FlinkClass26, FlinkClass37",B,FlinkClass1887 is not in Service A or Service B.,phi
160,FlinkClass1885,"FlinkClass12, FlinkClass15, FlinkClass17, FlinkClass26, FlinkClass37","FlinkClass4, FlinkClass16, FlinkClass18, FlinkClass20, FlinkClass27",B,FlinkClass1885 is not in Service A's list of classes.,phi
161,FlinkClass1884,"FlinkClass2, FlinkClass5, FlinkClass9, FlinkClass11, FlinkClass14","FlinkClass4, FlinkClass16, FlinkClass18, FlinkClass20, FlinkClass27",B,FlinkClass1884 is not in Service A's list of classes.,phi
162,FlinkClass542,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30",B,It is used for real-time analytics and has a different API than Service A.,phi
163,FlinkClass1899,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass1899,phi
164,FlinkClass2127,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,FlinkClass2127 is not in the list of classes for Service B.,phi
165,FlinkClass1162,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8",B,FlinkClass1162 is not in the list of classes for Service A. It belongs to Service B.,phi
166,FlinkClass1626,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,It does not handle customer data.,phi
167,FlinkClass1202,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,FlinkClass1202 is not in Service A's list of classes.,phi
168,FlinkClass1829,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38",B,"FlinkClass182 is a subclass of FlinkClass9, which belongs to Service B.",phi
169,FlinkClass2150,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8",B,FlinkClass2150 is not in the list of classes for Service B.,phi
170,FlinkClass1832,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass1832 is not in Service A or Service B.,phi
171,FlinkClass1838,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,FlinkClass1838 is not in Service A's list of classes.,phi
172,FlinkClass2207,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8",B,FlinkClass2207 does not belong to Service A or B. It is a custom class that was created for this project.,phi
173,FlinkClass1839,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,It does not handle customer data.,phi
174,FlinkClass2185,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38",B,FlinkClass2185 is not in Service A's list of classes.,phi
175,FlinkClass1828,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass1828 is not in Service A's list of classes.,phi
176,FlinkClass1840,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,FlinkClass18410 is not in Service A's list of classes.,phi
177,FlinkClass1868,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30",B,FlinkClass1868 is not in Service A or B.,phi
178,FlinkClass1890,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38",B,FlinkClass1890 is not in the list of classes for Service B.,phi
179,FlinkClass1847,"FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass1847 is not in Service A's list of classes.,phi
180,FlinkClass1880,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30",B,"FlinkClass18810 is a utility class that can be used by both services, but it's more commonly used in Service B.",phi
181,FlinkClass1715,"FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,FlinkClass1715 is not in the list of classes for Service B.,phi
182,FlinkClass1861,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38",B,FlinkClass1861 is not in Service A's list of classes.,phi
183,FlinkClass1853,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8",B,FlinkClass1853 is not in the list of classes for Service B.,phi
184,FlinkClass1860,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30",B,FlinkClass1860 is not in Service A's list of classes.,phi
185,FlinkClass888,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29",B,FlinkClass888 is not in the list of classes for Service A or B.,phi
186,FlinkClass1864,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass1864 is not in Service A's list of classes.,phi
187,FlinkClass849,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass849 is not in Service A or B.,phi
188,FlinkClass1895,"FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21","FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38",B,"FlinkClass1895 is a utility class that provides support for distributed transactions and stream processing. It does not fit into the categories of FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21 which are used in Service A.",phi
189,FlinkClass887,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass887 is not in the list of classes for Service A. It belongs to Service B.,phi
190,FlinkClass1894,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass5, FlinkClass12, FlinkClass18, FlinkClass24, FlinkClass30",B,FlinkClass1894 is not in Service A or Service B.,phi
191,FlinkClass1921,"FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8","FlinkClass0, FlinkClass6, FlinkClass10, FlinkClass13, FlinkClass21",B,FlinkClass1921 is not in Service A or Service B.,phi
192,FlinkClass2378,"FlinkClass9, FlinkClass15, FlinkClass16, FlinkClass37, FlinkClass38","FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8",B,FlinkClass2378 does not belong to Service A or B. It is a utility class that can be used in both services.,phi
193,FlinkClass860,"FlinkClass3, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass29","FlinkClass1, FlinkClass2, FlinkClass4, FlinkClass7, FlinkClass8",B,FlinkClass860 is a utility class that provides support for distributed transactions and can be used in both Service A and Service B.,phi
