,Class,Service A,Service B,Decision,Reason,Model
114,FlinkClass513,"FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34","FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8",B,FlinkClass513 is not in Service A's list of classes.,phi
115,FlinkClass515,"FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,It does not handle customer data.,phi
116,FlinkClass1840,"FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,Inferred from raw text output due to JSON parsing failure.,phi
117,FlinkClass2154,"FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27","FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8",B,"FlinkClass2154 is not found in Service A, but it is found in Service B.",phi
118,FlinkClass1023,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,"It is an API-level transformation logic, which belongs to Service B.",phi
119,FlinkClass1025,"FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,FlinkClass102 is not in Service A's list of classes.,phi
120,FlinkClass1027,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,It does not handle customer data.,phi
121,FlinkClass2135,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,FlinkClass2135 is a class in Service B.,phi
122,FlinkClass1622,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,FlinkClass1622 is not in Service A or Service B.,phi
123,FlinkClass1554,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,It does not handle customer data.,phi
124,FlinkClass1523,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,FlinkClass1523 is not in Service A or Service B. It belongs to a different service.,phi
125,FlinkClass1403,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,FlinkClass1403 is not in the list of classes for Service A. It belongs to Service B.,phi
126,FlinkClass2170,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,It does not handle customer data.,phi
127,FlinkClass1205,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,"It is an API-level transformation logic, which is not used in Service B.",phi
128,FlinkClass1165,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,FlinkClass1165 is not in Service A or Service B.,phi
129,FlinkClass1156,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,FlinkClass1156 is not in the list of classes for Service A.,phi
130,FlinkClass2060,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,FlinkClass2060 is not in the list of classes for Service A.,phi
131,FlinkClass1693,"FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31","FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8",B,"FlinkClass1693 is a subclass of FlinkClass0, which belongs to Service B.",phi
132,FlinkClass1601,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,FlinkClass1601 is not in the list of classes for Service A. It belongs to Service B.,phi
133,FlinkClass1360,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,FlinkClass1360 is not in Service A's list of classes.,phi
134,FlinkClass1166,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,FlinkClass1166 is not in the list of classes for Service A.,phi
135,FlinkClass2126,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,FlinkClass2126 is not in Service A's list of classes.,phi
136,FlinkClass962,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,FlinkClass962 is not in Service A or B.,phi
137,FlinkClass1143,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,FlinkClass1143 is not in the list of classes for Service A.,phi
138,FlinkClass1129,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,FlinkClass1129 is not in the list of classes for Service A.,phi
139,FlinkClass1124,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,It does not handle customer data.,phi
140,FlinkClass2192,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,FlinkClass2192 is not in Service A's list of classes.,phi
141,FlinkClass2122,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,FlinkClass2122 is not in the list of classes for Service A or B.,phi
142,FlinkClass112,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,"FlinkClass112 is a subclass of FlinkClass1, which belongs to Service B.",phi
143,FlinkClass274,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass4, FlinkClass15, FlinkClass23, FlinkClass24, FlinkClass28",B,"FlinkClass274 is a subclass of FlinkClass24, which belongs to Service B.",phi
144,FlinkClass371,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,FlinkClass371 is not in Service A or Service B.,phi
145,FlinkClass2113,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,"FlinkClass2113 is not in Service A's list of classes, but it does belong to Service B.",phi
146,FlinkClass2037,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass10, FlinkClass17, FlinkClass19, FlinkClass20, FlinkClass31",B,FlinkClass2037 is not in Service A's list of classes.,phi
147,FlinkClass34,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,"FlinkClass34 is a subclass of FlinkClass26, which belongs to Service B.",phi
148,FlinkClass201,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass1, FlinkClass5, FlinkClass13, FlinkClass26, FlinkClass34",B,"FlinkClass201 is a subclass of FlinkClass1, which belongs to Service B.",phi
149,FlinkClass402,"FlinkClass0, FlinkClass2, FlinkClass6, FlinkClass7, FlinkClass8","FlinkClass3, FlinkClass12, FlinkClass14, FlinkClass21, FlinkClass27",B,FlinkClass402 is not in Service A's list of classes.,phi
150,FlinkClass2202,"FlinkClass0, FlinkClass7, FlinkClass9, FlinkClass10, FlinkClass14","FlinkClass8, FlinkClass12, FlinkClass13, FlinkClass19, FlinkClass25",B,FlinkClass2202 is not in Service A's list of classes.,phi
151,FlinkClass800,"FlinkClass5, FlinkClass16, FlinkClass23, FlinkClass28, FlinkClass30","FlinkClass8, FlinkClass12, FlinkClass13, FlinkClass19, FlinkClass25",B,"FlinkClass800 is a subclass of FlinkClass8, which belongs to Service B.",phi
152,FlinkClass785,"FlinkClass8, FlinkClass12, FlinkClass13, FlinkClass19, FlinkClass25","FlinkClass5, FlinkClass16, FlinkClass23, FlinkClass28, FlinkClass30",B,FlinkClass785 is not in the list of classes for Service A.,phi
153,FlinkClass786,"FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass11, FlinkClass18","FlinkClass0, FlinkClass7, FlinkClass9, FlinkClass10, FlinkClass14",B,"FlinkClass786 is a subclass of FlinkClass0, which belongs to Service B.",phi
154,FlinkClass787,"FlinkClass5, FlinkClass16, FlinkClass23, FlinkClass28, FlinkClass30","FlinkClass2, FlinkClass4, FlinkClass6, FlinkClass11, FlinkClass18",B,FlinkClass787 is not in either of the services A or B.,phi
155,FlinkClass712,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass712 is a subclass of FlinkClass1, which belongs to Service B.",phi
156,FlinkClass1015,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,FlinkClass1015 is not in Service A or Service B.,phi
157,FlinkClass997,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass997 is not in Service A's list of classes.,phi
158,FlinkClass571,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass571 is a subclass of FlinkClass1, which belongs to Service B.",phi
159,FlinkClass507,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17",B,FlinkClass507 is not found in Service A or Service B.,phi
160,FlinkClass1628,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,"FlinkClass162 is a subclass of FlinkClass0, which belongs to Service B.",phi
161,FlinkClass1039,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,FlinkClass1039 is not in Service A's list of classes.,phi
162,FlinkClass760,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17",B,"FlinkClass760 is a subclass of FlinkClass3, which belongs to Service B.",phi
163,FlinkClass1520,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass1520 is not in the list of classes for Service A.,phi
164,FlinkClass367,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass367 is not in Service A's class list, but it is in Service B's class list.",phi
165,FlinkClass1145,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass1145 is not in the list of classes for Service A or Service B.,phi
166,FlinkClass1131,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass1131 is a subclass of FlinkClass7, which belongs to Service B.",phi
167,FlinkClass482,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass482 is not in Service A's list of classes.,phi
168,FlinkClass1172,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,FlinkClass1172 is not in the list of classes for Service A. It belongs to Service B.,phi
169,FlinkClass1173,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,"FlinkClass1173 is a subclass of FlinkClass0, which belongs to Service B.",phi
170,FlinkClass383,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,FlinkClass383 is not in Service A or Service B.,phi
171,FlinkClass405,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,"FlinkClass405 is a subclass of FlinkClass0, which belongs to Service B.",phi
172,FlinkClass463,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,FlinkClass463 is not in Service A or B. It belongs to a new service.,phi
173,FlinkClass1178,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,"FlinkClass1178 is a subclass of FlinkClass13, which belongs to Service B.",phi
174,FlinkClass428,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass428 is a subclass of FlinkClass1, which belongs to Service B.",phi
175,FlinkClass410,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,"FlinkClass410 is a subclass of FlinkClass13, which belongs to Service B.",phi
176,FlinkClass401,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17",B,It does not handle customer data.,phi
177,FlinkClass374,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17",B,FlinkClass374 is not in the list of classes for Service A or Service B.,phi
178,FlinkClass377,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass377 is a specialized class for handling API-level data transformation logic, which falls under Service B's scope.",phi
179,FlinkClass423,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,FlinkClass423 is not in the list of classes for Service A.,phi
180,FlinkClass2041,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass2041 is not in Service A's list of classes.,phi
181,FlinkClass584,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass584 is a specialized class that is used to transform API-level data into internal runtime components. It does not belong to Service A or Service B.,phi
182,FlinkClass578,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10",B,FlinkClass578 is not in Service A or Service B.,phi
183,FlinkClass579,"FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10",B,"FlinkClass579 is a subclass of FlinkClass2, which belongs to Service B.",phi
184,FlinkClass580,"FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,"FlinkClass580 is a subclass of FlinkClass31, which belongs to Service B.",phi
185,FlinkClass594,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass594 is not in Service A's list of classes.,phi
186,FlinkClass2198,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32",B,FlinkClass2198 is not in the list of classes for Service A.,phi
187,FlinkClass592,"FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10","FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17",B,FlinkClass592 is not in the list of classes for Service A. It belongs to Service B.,phi
188,FlinkClass590,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,FlinkClass590 is not in the list of classes for Service A. It belongs to Service B.,phi
189,FlinkClass589,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17",B,FlinkClass589 is not in Service A's list of classes. It belongs to Service B.,phi
190,FlinkClass2133,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass8, FlinkClass10",B,"FlinkClass2133 is a subclass of FlinkClass2, which belongs to Service B.",phi
191,FlinkClass572,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass572 is not in Service A's list of classes.,phi
192,FlinkClass586,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,It does not handle customer data.,phi
193,FlinkClass585,"FlinkClass0, FlinkClass21, FlinkClass22, FlinkClass31, FlinkClass32","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass585 is a new class that has not been defined in the given options. It may belong to Service B.,phi
194,FlinkClass583,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,"FlinkClass583 is not present in Service A, but it is present in Service B.",phi
195,FlinkClass2114,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass2114 is not found in Service A or Service B.,phi
196,FlinkClass1945,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,FlinkClass1945,phi
197,FlinkClass52,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass1, FlinkClass7, FlinkClass9, FlinkClass18, FlinkClass19",B,"FlinkClass52 is a subclass of FlinkClass1, which belongs to Service B.",phi
198,FlinkClass167,"FlinkClass3, FlinkClass4, FlinkClass12, FlinkClass15, FlinkClass17","FlinkClass13, FlinkClass14, FlinkClass16, FlinkClass47, FlinkClass48",B,"FlinkClass167 is a subclass of FlinkClass13, which belongs to Service B.",phi
